1000,2000,3000,4000,5000,6000,7000,8000,9000,10000,11000,12000,13000,14000,15000,16000,17000,18000,19000,20000,21000,22000,23000,24000,25000,26000,27000,28000,29000,30000,31000,32000,33000,34000,35000,36000,37000,38000,39000,40000,41000,42000,43000,44000,45000,46000,47000,48000,49000,50000,51000,52000,53000,54000,55000,56000,57000,58000,59000,60000,61000,62000,63000,64000,65000,66000,67000,68000,69000,70000,71000,72000,73000,74000,75000,76000,77000,78000,79000,80000,81000,82000,83000,84000,85000,86000,87000,88000,89000,90000,91000,92000,93000,94000,95000,96000,97000,98000,99000,100000,
1,2,3,3,3,4,6,5,8,11,8,8,9,8,19,13,11,11,9,11,13,13,13,11,13,13,14,11,17,15,14,20,14,17,31,22,21,17,43,21,19,17,20,20,23,19,22,20,31,21,24,32,28,28,28,30,32,48,59,33,37,34,30,38,37,41,74,30,40,39,45,41,44,42,48,66,60,45,52,39,42,51,68,60,77,45,55,60,152,61,62,63,59,66,79,61,71,58,59,63,
