1000,2000,3000,4000,5000,6000,7000,8000,9000,10000,11000,12000,13000,14000,15000,16000,17000,18000,19000,20000,21000,22000,23000,24000,25000,26000,27000,28000,29000,30000,31000,32000,33000,34000,35000,36000,37000,38000,39000,40000,41000,42000,43000,44000,45000,46000,47000,48000,49000,50000,51000,52000,53000,54000,55000,56000,57000,58000,59000,60000,61000,62000,63000,64000,65000,66000,67000,68000,69000,70000,71000,72000,73000,74000,75000,76000,77000,78000,79000,80000,81000,82000,83000,84000,85000,86000,87000,88000,89000,90000,91000,92000,93000,94000,95000,96000,97000,98000,99000,100000,
3,8,6,5,8,10,11,9,12,11,12,8,14,24,15,24,18,24,23,25,26,20,28,20,23,31,29,17,26,30,22,31,13,21,48,62,34,41,26,45,42,47,56,32,69,46,50,9,48,51,37,51,41,71,48,17,80,52,58,67,51,18,70,59,118,103,66,55,56,65,77,93,68,57,86,65,108,69,37,99,115,72,160,116,99,81,95,100,56,127,122,55,106,93,116,136,95,118,97,37,
