1000,2000,3000,4000,5000,6000,7000,8000,9000,10000,11000,12000,13000,14000,15000,16000,17000,18000,19000,20000,21000,22000,23000,24000,25000,26000,27000,28000,29000,30000,31000,32000,33000,34000,35000,36000,37000,38000,39000,40000,41000,42000,43000,44000,45000,46000,47000,48000,49000,50000,51000,52000,53000,54000,55000,56000,57000,58000,59000,60000,61000,62000,63000,64000,65000,66000,67000,68000,69000,70000,71000,72000,73000,74000,75000,76000,77000,78000,79000,80000,81000,82000,83000,84000,85000,86000,87000,88000,89000,90000,91000,92000,93000,94000,95000,96000,97000,98000,99000,100000,
5,8,11,13,16,22,25,30,23,25,27,33,38,39,39,44,61,53,63,55,66,56,63,51,58,48,45,49,68,60,66,65,63,67,92,87,91,76,64,105,113,108,87,100,99,103,92,99,156,122,113,118,125,120,95,135,176,149,150,129,137,163,139,144,148,164,129,163,193,205,182,189,197,199,199,189,232,208,262,193,218,212,259,233,273,273,200,273,208,228,224,249,299,295,292,285,346,293,347,216,
